"name","year_published","difficulty","rating_avg","rating_sd","game_category","rating_group"
"Mamma Mia!",1998,1.3693,6.47074,1.25909,"Family","Average"
"Star Wars: Episode 1 – Clash of the Lightsabers",1999,1.4262,6.21853,1.38663,"Family","Average"
"Igel Ärgern",1990,1.379,6.4098,1.34251,"Family","Average"
"Detroit-Cleveland Grand Prix",1996,1.7054,6.77823,1.17176,"Family","Average"
"Auf Achse",1987,1.9589,6.24084,1.32448,"Family","Average"
"Guillotine",1998,1.2675,6.53333,1.29677,"Family","Average"
"Hoity Toity",1990,1.8669,6.52246,1.33612,"Family","Average"
"Money!",1999,1.5493,6.52763,1.18068,"Family","Average"
"Take 5!",1998,1.472,6.49846,1.17558,"Family","Average"
"Wildlife Adventure",1985,1.8814,6.80333,1.33401,"Family","Average"
"En Garde",1993,1.4032,6.49615,1.38345,"Family","Average"
"What the Heck?",1988,1.1707,6.4631,1.29984,"Family","Average"
"Knights of Charlemagne",1995,1.4286,6.36689,1.19146,"Family","Average"
"Dolce Vita",1999,1.6875,6.12296,1.13008,"Family","Average"
"Nicht die Bohne!",1999,1.3619,6.32766,1.49699,"Family","Average"
"Buried Treasure",1992,1.5714,6.02409,1.28879,"Family","Average"
"Manhattan",1994,1.9211,6.72653,1.20354,"Family","Average"
"Café International",1989,1.6651,6.23001,1.34084,"Family","Average"
"A la carte",1989,1.3017,6.45981,1.2542,"Family","Average"
"Space Beans",1999,1.3866,6.08937,1.35674,"Family","Average"
"Expedition",1996,1.976,6.81952,1.262,"Family","Average"
"King of the Elves",1999,2.0165,6.21133,1.35185,"Family","Average"
"Gloria Picktoria",1996,1.4815,6.34728,1.16523,"Family","Average"
"Mississippi Queen",1997,1.6949,6.33296,1.30575,"Family","Average"
"Kill Doctor Lucky",1996,1.646,6.15477,1.52903,"Family","Average"
"Olympia 2000 (v. Chr.)",1994,1.3846,6.05007,1.15566,"Family","Average"
"Tutankhamen",1993,1.5839,6.10717,1.18868,"Family","Average"
"Campanile",1996,1.6765,6.16582,1.11663,"Family","Average"
"Scrabble",1948,2.0878,6.2753,1.61229,"Family","Average"
"Tonga Bonga",1998,1.6818,6.41085,1.23821,"Family","Average"
"Circus Flohcati",1998,1.2233,6.62624,1.1948,"Family","Average"
"Quiddler",1998,1.4273,6.07907,1.50726,"Family","Average"
"Frank's Zoo",1999,1.5335,6.60839,1.33618,"Family","Average"
"Twins",1996,1.25,6.25343,1.28006,"Family","Average"
"Members Only",1996,2,6.61413,1.27402,"Family","Average"
"Hattrick",1995,1.5909,6.4942,1.29435,"Family","Average"
"Excape",1998,1.141,6.34908,1.43261,"Family","Average"
"Bucket Brigade",1998,1.2759,6.06204,1.34949,"Family","Average"
"Hare & Tortoise",1973,1.9358,6.63082,1.28587,"Family","Average"
"Viva Pamplona!",1992,1.38,6.36593,1.32715,"Family","Average"
"Relationship Tightrope",1999,1.3407,6.16919,1.32569,"Family","Average"
"5ive Straight",1958,1.7,6.26404,1.49484,"Family","Average"
"Mystery Rummy: Murders in the Rue Morgue",1999,1.7067,6.73344,1.25732,"Family","Average"
"Express",1990,1.6757,6.19882,1.38962,"Family","Average"
"Heimlich & Co.",1984,1.485,6.44352,1.29956,"Family","Average"
"Turf Horse Racing",1995,1.8,6.45224,1.18679,"Family","Average"
"Dinosaurs of the Lost World",1987,1.8889,6.60971,1.53779,"Family","Average"
"Wildlife Safari",1994,1.2945,6.64268,1.21329,"Family","Average"
"Elk Fest",1999,1.0497,6.15421,1.37129,"Family","Average"
"Alhambra: The Card Game",1992,1.7234,6.44042,1.28797,"Family","Average"
"6 nimmt!",1994,1.2053,6.92892,1.26224,"Family","Average"
"Canyon",1997,1.5775,6.2503,1.33067,"Family","Average"
"Master Labyrinth",1991,1.7938,6.29365,1.21403,"Family","Average"
"Scotland Yard",1983,1.9547,6.51192,1.27186,"Family","Average"
"The Great Balloon Race",1991,1.35,6.15643,1.53135,"Family","Average"
"Inkognito",1988,2.156,6.59027,1.3713,"Family","Average"
"Ave Caesar",1989,1.3584,6.62966,1.38712,"Family","Average"
"6-Tage Rennen",1986,1.76,6.90602,1.44978,"Family","Average"
"Rage",1983,1.4685,6.15782,1.50075,"Family","Average"
"Devil Take the Hindmost",1991,1.5135,6.43503,1.4851,"Family","Average"
"Spades",1938,2.0349,6.76555,1.52463,"Family","Average"
"Cloud 9",1999,1.1533,6.48261,1.2243,"Family","Average"
"River Dragons",2000,1.719,6.5019,1.30419,"Family","Average"
"Formula Motor Racing",1995,1.181,6.41108,1.29125,"Family","Average"
"Zero Down",1998,1.2444,6.46264,1.25199,"Family","Average"
"Castle",2000,1.9024,6.1028,1.34609,"Family","Average"
"Conspiracy",1973,1.913,6.24374,1.46598,"Family","Average"
"Loot",1992,1.3779,6.29663,1.2394,"Family","Average"
"Rummikub",1977,1.7395,6.40131,1.42145,"Family","Average"
"Aquarius",1998,1.1373,6.04985,1.4617,"Family","Average"
"Cartagena",2000,1.605,6.68543,1.18961,"Family","Average"
"Corsairs",2000,1.6818,6.05147,1.30328,"Family","Average"
"...und tschüss!",1997,1.3,6.40802,1.22051,"Family","Average"
"Wyatt Earp",2001,1.8401,6.83231,1.2547,"Family","Average"
"Ivanhoe",2000,1.6103,6.5389,1.33293,"Family","Average"
"Hamsterrolle",2000,1.0745,6.81159,1.31134,"Family","Average"
"Tally Ho!",1973,1.4911,6.14755,1.37108,"Family","Average"
"Mystery of the Abbey",1995,2.2025,6.5372,1.384,"Family","Average"
"Breakaway Rider",1963,1.2772,6.18922,1.39512,"Family","Average"
"Turbo Taxi",2000,1.475,6.05609,1.3197,"Family","Average"
"Ligretto",1988,1.1837,6.18566,1.63073,"Family","Average"
"Dragon's Gold",2001,1.6947,6.43477,1.27093,"Family","Average"
"Oh Hell!",1930,1.7315,6.84374,1.42184,"Family","Average"
"You're Bluffing!",1985,1.6254,6.57949,1.3603,"Family","Average"
"Labyrinth",1986,1.3665,6.40615,1.26842,"Family","Average"
"Autoscooter",1999,2,6.17022,1.43058,"Family","Average"
"Starbase Jeff",1998,1.5429,6.15944,1.46835,"Family","Average"
"Rook",1906,1.8703,6.41023,1.51932,"Family","Average"
"Boggle",1972,1.4836,6.21395,1.5918,"Family","Average"
"The Classic Dungeon",1992,1.425,6.08286,1.52766,"Family","Average"
"Serengeti",2001,1.6614,6.18441,1.23353,"Family","Average"
"Winner's Circle",2001,1.6047,6.97735,1.22425,"Family","Average"
"Pool Party",1999,1,6.31968,1.38303,"Family","Average"
"Turn the Tide",1997,1.5245,6.7641,1.2309,"Family","Average"
"Trendy",2000,1.0952,6.21793,1.21115,"Family","Average"
"Canasta Caliente",2000,1.7143,6.3369,1.39616,"Family","Average"
"Sharp Shooters",1994,1.2478,6.42711,1.23486,"Family","Average"
"Girl Genius: The Works",2001,1.9344,6.0453,1.54617,"Family","Average"
"Wizard",1984,1.7299,6.93725,1.39796,"Family","Average"
"Five Crowns",1996,1.2437,6.00043,1.62028,"Family","Average"
"Ohio",1998,1.6,6.03835,1.3645,"Family","Average"
"Clue: The Great Museum Caper",1991,1.9291,6.76491,1.36319,"Family","Average"
"Formula-1",1962,1.6842,6.65332,1.39939,"Family","Average"
"Password",1962,1.5195,6.11796,1.59191,"Family","Average"
"Clue Master Detective",1988,1.8571,6.62404,1.51929,"Family","Average"
"Situation 4",1968,1.6154,6.50072,1.33037,"Family","Average"
"Unexploded Cow",2001,1.3673,6.07357,1.51143,"Family","Average"
"Black Spy",1981,1.4151,6.31158,1.40372,"Family","Average"
"Stop Thief",1979,1.675,6.37384,1.47148,"Family","Average"
"Musketeers",1991,1.1071,6.06115,1.22667,"Family","Average"
"Pfusch",1992,1.5455,6.12347,1.34727,"Family","Average"
"X-Bugs",2001,1.3485,6.36099,1.46114,"Family","Average"
"Extra!",2011,1.42,6.47257,1.29651,"Family","Average"
"Sequence",1982,1.3326,6.05454,1.47394,"Family","Average"
"Gargon",2001,1.7463,6.00427,1.34862,"Family","Average"
"Bali",1954,1.7368,6.43581,1.57572,"Family","Average"
"Vom Kap bis Kairo",2001,1.8,6.28878,1.21391,"Family","Average"
"Pick Picknic",2001,1.1914,6.57306,1.15727,"Family","Average"
"Villa Paletti",2001,1.1582,6.43667,1.29616,"Family","Average"
"DOG",1997,1.4468,6.35316,1.70748,"Family","Average"
"Spinball",2001,1.1875,6.91435,1.61581,"Family","Average"
"TransAmerica",2001,1.3494,6.67108,1.32661,"Family","Average"
"Ka-Ching!",2001,1.4815,6.42821,1.21488,"Family","Average"
"Pirate's Cove",2002,2.0063,6.57101,1.37343,"Family","Average"
"Buccaneer",1938,1.3902,6.01035,1.58946,"Family","Average"
"Gang of Four",1990,1.8689,6.61332,1.50151,"Family","Average"
"The Bucket King",2002,1.2328,6.32096,1.22793,"Family","Average"
"Lost Valley of the Dinosaurs",1985,1.225,6.2226,1.53236,"Family","Average"
"Dragonland",2002,1.8411,6.28254,1.23459,"Family","Average"
"Wooly Wars",2002,1.6615,6.09258,1.23036,"Family","Average"
"Heave Ho!",2002,1.2874,6.26117,1.27368,"Family","Average"
"Die Pyramiden des Jaguar",2002,1.7273,6.072,1.1613,"Family","Average"
"StreetSoccer",2002,1.5407,6.52682,1.45922,"Family","Average"
"Emerald",2002,1.6763,6.35305,1.15651,"Family","Average"
"Roller Coaster Tycoon",2002,1.5588,6.08268,1.35302,"Family","Average"
"Too Many Cooks",2002,1.4,6.3406,1.3036,"Family","Average"
"The Settlers of Canaan",2002,2.3197,6.75568,1.55464,"Family","Average"
"O Zoo le Mio",2002,2.0119,6.61271,1.16303,"Family","Average"
"Monkeys on the Moon",2002,2.1154,6.19694,1.32764,"Family","Average"
"Unexpected Treasures",2002,1.34,6.23723,1.18975,"Family","Average"
"Pinochle",1864,2.2989,6.86701,1.71537,"Family","Average"
"Clue: 50th Anniversary Edition",1999,1.6333,6.26329,1.51968,"Family","Average"
"Pick Two!",1991,1.4783,6.33731,1.53357,"Family","Average"
"Hanafuda",1701,1.6857,6.7661,1.585,"Family","Average"
"Crazy Circus",2002,1.4872,6.22954,1.38773,"Family","Average"
"Balloon Cup",2003,1.4582,6.68364,1.25488,"Family","Average"
"Coloretto",2003,1.2813,6.97085,1.13096,"Family","Average"
"Paris Paris",2003,1.9683,6.18902,1.16986,"Family","Average"
"10 Days in Europe",2002,1.341,6.60353,1.2183,"Family","Average"
"Queen's Necklace",2003,1.9005,6.40895,1.24914,"Family","Average"
"Drive",2003,1.2679,6.53819,1.24172,"Family","Average"
"King's Breakfast",2003,1.1781,6.17386,1.10818,"Family","Average"
"Formula Dé Mini",2003,1.7444,6.52075,1.31769,"Family","Average"
"Lawless",2003,1.814,6.0152,1.41933,"Family","Average"
"Lord of the Rings Trivia Game",2003,2.0952,6.0801,1.5195,"Family","Average"
"Quicksand",2003,1.1727,6.10684,1.30937,"Family","Average"
"The Ark of the Covenant",2003,1.9242,6.96159,1.21703,"Family","Average"
"Hearts",1850,1.7649,6.45961,1.50285,"Family","Average"
"Euchre",1848,1.7025,6.80866,1.67852,"Family","Average"
"Reiner Knizia's Decathlon",2003,1.2177,6.28665,1.21966,"Family","Average"
"Nertz",1930,1.2414,6.36313,1.88891,"Family","Average"
"Fearsome Floors",2003,1.8238,6.67095,1.23157,"Family","Average"
"King Up!",2004,1.2167,6.38288,1.1983,"Family","Average"
"Break the Safe",2003,1.4697,6.07702,1.38049,"Family","Average"
"10 Days in Africa",2003,1.3761,6.55886,1.17942,"Family","Average"
"10 Days in the USA",2003,1.397,6.48765,1.16551,"Family","Average"
"Clue FX",2003,1.7966,6.24079,1.53096,"Family","Average"
"Sluff Off!",2003,1.8578,6.86573,1.26564,"Family","Average"
"I Go!",2003,1.4823,6.39687,1.30436,"Family","Average"
"BuyWord",2004,1.8095,6.29805,1.39017,"Family","Average"
"Marco Polo Expedition",2004,1.8049,6.16032,1.23811,"Family","Average"
"Adam & Eva",2004,1.3889,6.01038,1.5198,"Family","Average"
"Big Boggle",1979,1.5234,6.86254,1.58689,"Family","Average"
"Dawn Under",2004,1.6421,6.35537,1.23695,"Family","Average"
"Boomtown",2004,1.6961,6.52866,1.21903,"Family","Average"
"Super Scrabble",2004,2.1351,6.37841,1.59388,"Family","Average"
"Snorta!",2004,1.1029,6.10625,1.47315,"Family","Average"
"Candamir: The First Settlers",2004,2.2341,6.17442,1.43874,"Family","Average"
"Around the World in 80 Days",2004,1.8046,6.56167,1.25006,"Family","Average"
"Le Passe-Trappe",2003,1.0392,6.68959,1.40654,"Family","Average"
"Typo",2004,1.4,6.17891,1.42315,"Family","Average"
"Box of Golf: A Classic Golf Board Game",2003,1.3333,6.26938,1.48841,"Family","Average"
"Tanz der Hornochsen!",2004,1.4103,6.51071,1.2761,"Family","Average"
"500",1904,2.04,6.96547,1.71793,"Family","Average"
"Caribbean",2004,1.7526,6.19308,1.22093,"Family","Average"
"Niagara",2004,1.8329,6.47568,1.22947,"Family","Average"
"Ninja Versus Ninja",2008,1.2857,6.04549,1.31942,"Family","Average"
"Sole Mio!",2004,1.4595,6.23428,1.34049,"Family","Average"
"Piranha Pedro",2004,1.3034,6.25474,1.32659,"Family","Average"
"Jok-R-ummy",1986,1.5,6.01218,1.53832,"Family","Average"
"King Arthur: The Card Game",2005,1.5185,6.1182,1.16249,"Family","Average"
"Trump, Tricks, Game!",2005,1.9091,6.47424,1.24912,"Family","Average"
"R-Eco",2003,1.4817,6.61225,1.19841,"Family","Average"
"Walk the Dogs",2004,1.1935,6.15238,1.26179,"Family","Average"
"Diamant",2005,1.1122,6.82644,1.20417,"Family","Average"
"Manila",2005,2.0342,6.98504,1.27225,"Family","Average"
"Pickomino",2005,1.1536,6.56408,1.26156,"Family","Average"
"Scopa",1600,1.4928,6.58389,1.57845,"Family","Average"
"König Salomons Schatzkammer",2005,2.1111,6.59649,1.21249,"Family","Average"
"Carcassonne: The Discovery",2005,1.9304,6.48922,1.35669,"Family","Average"
"Trans Europa",2005,1.408,6.64446,1.20405,"Family","Average"
"Techno Witches",2005,1.4659,6.14544,1.23471,"Family","Average"
"Friday the 13th",2005,1.1949,6.45011,1.20827,"Family","Average"
"Sitting Ducks Gallery",2005,1.1053,6.13304,1.46615,"Family","Average"
"That's Life!",2005,1.3116,6.48321,1.24511,"Family","Average"
"Go Stop",1889,2.1667,6.63423,1.67307,"Family","Average"
"Inferno",2005,1.2857,6.03314,1.55242,"Family","Average"
"Key Largo",2005,2.0448,6.61096,1.3231,"Family","Average"
"Shear Panic",2005,2.2231,6.36334,1.28355,"Family","Average"
"Rum & Pirates",2006,1.9485,6.4325,1.30177,"Family","Average"
"Robber Knights",2005,2.0127,6.11494,1.16628,"Family","Average"
"Aqua Romana",2005,2.1646,6.31696,1.18547,"Family","Average"
"Three-Dragon Ante",2005,1.7241,6.47178,1.45666,"Family","Average"
"Keesdrow",2005,1.7727,6.41992,1.34785,"Family","Average"
"California",2006,1.7958,6.22284,1.16007,"Family","Average"
"Aquädukt",2005,1.7051,6.40463,1.17981,"Family","Average"
"Jericho",2006,1.3871,6.07081,1.22233,"Family","Average"
"Nottingham",2006,1.6023,6.25576,1.20506,"Family","Average"
"12 Thieves",2006,1.8636,6.42972,1.22871,"Family","Average"
"Buccaneer",2006,1.5857,6.27468,1.16253,"Family","Average"
"Pecking Order",1998,1.3333,6.40998,1.26713,"Family","Average"
"10 Days in Asia",2007,1.4286,6.67478,1.16996,"Family","Average"
"Straw",2006,1.0395,6.23649,1.34099,"Family","Average"
"Zeus on the Loose",2006,1.1266,6.06124,1.33527,"Family","Average"
"Carrousel",2006,1.28,6.27581,1.25005,"Family","Average"
"Gene Pool",2006,1.5714,6.4399,1.29722,"Family","Average"
"Outside the Scope of BGG",0,1.7,6.70587,2.31956,"Family","Average"
"Escape from Atlantis",1986,1.5432,6.57658,1.26397,"Family","Average"
"Voltage",2006,1.4444,6.12547,1.22625,"Family","Average"
"Gambit Royale",2006,1.8792,6.45594,1.27904,"Family","Average"
"Magical Athlete",2002,1.3077,6.49581,1.46987,"Family","Average"
"Monopoly: The Mega Edition",2006,2.1,6.05472,1.97612,"Family","Average"
"Quietville",2006,1.4264,6.18476,1.19981,"Family","Average"
"Null & Nichtig",2006,1.6279,6.0228,1.20126,"Family","Average"
"Bowling Solitaire",1969,1.5172,6.71918,1.18453,"Family","Average"
"Alhambra: The Dice Game",2006,1.7203,6.20771,1.45039,"Family","Average"
"Gin Rummy",1909,1.6966,6.30525,1.59099,"Family","Average"
"Chopstick Dexterity MegaChallenge 3000",2006,1.0882,6.16229,1.46495,"Family","Average"
"Cartagena 2. The Pirate's Nest",2006,1.5618,6.49077,1.21875,"Family","Average"
"Secrets of the Sea",2006,1.4,6.06765,1.20554,"Family","Average"
"Animalia",2006,1.2414,6.20354,1.2943,"Family","Average"
"Bananagrams",2006,1.3241,6.35981,1.46008,"Family","Average"
"Zooloretto",2007,1.8598,6.82657,1.16868,"Family","Average"
"Code Cracker",2007,1.2174,6.00122,1.1276,"Family","Average"
"Trapper",2007,2.0476,6.12462,1.25317,"Family","Average"
"Wicked Witches Way",2006,1.4568,6.41362,1.25012,"Family","Average"
"Risk Express",2006,1.1695,6.26573,1.32726,"Family","Average"
"Cash-a-Catch",2007,1.5583,6.31888,1.2544,"Family","Average"
"It's Alive!",2007,1.6183,6.26187,1.26323,"Family","Average"
"Tumblin-Dice Jr.",2006,1,6.69542,1.25142,"Family","Average"
"Marrakech",2007,1.3687,6.67903,1.23499,"Family","Average"
"Würfel Bingo",2007,1.2542,6.36778,1.27188,"Family","Average"
"Leaping Lemmings",2010,1.8349,6.43875,1.28412,"Family","Average"
"Cheeky Monkey",2007,1.1494,6.61174,1.31817,"Family","Average"
"Patrician",2007,1.9215,6.62074,1.15401,"Family","Average"
"Get Bit!",2007,1.1183,6.14584,1.25562,"Family","Average"
"Lascaux",2007,1.578,6.34568,1.24089,"Family","Average"
"Micro Mutants: Evolution",2007,1.4268,6.61388,1.37317,"Family","Average"
"Archaeology: The Card Game",2007,1.3432,6.66451,1.23767,"Family","Average"
"Slide 5",2007,1.2893,6.53625,1.28023,"Family","Average"
"Ziegen Kriegen",2007,1.2333,6.16987,1.25148,"Family","Average"
"Sultan",2007,1.25,6.02585,1.46217,"Family","Average"
"GUBS: A Game of Wit and Luck",2007,1.3736,6.03962,1.65146,"Family","Average"
"Airships",2007,1.8642,6.374,1.21617,"Family","Average"
"Felicity: The Cat in the Sack",2007,1.3962,6.57097,1.20194,"Family","Average"
"Liebe & Intrige",2007,1.7949,6.07605,1.33864,"Family","Average"
"Palastgeflüster",2007,1.6463,6.78072,1.20925,"Family","Average"
"Chabyrinthe",2007,1.3043,6.08843,1.31134,"Family","Average"
"Wasabi!",2008,1.9026,6.5357,1.25711,"Family","Average"
"Burrows",2010,1.5,6.19052,1.17127,"Family","Average"
"Burgen Land",2008,1.4186,6.10194,1.31078,"Family","Average"
"Big Points",2008,1.3478,6.46072,1.16785,"Family","Average"
"Journey to the Center of the Earth",2008,2.0159,6.27738,1.3391,"Family","Average"
"Ticket to Ride: The Card Game",2008,1.8739,6.13753,1.44954,"Family","Average"
"Finito!",2008,1.1059,6.10477,1.43789,"Family","Average"
"Potion-Making: Practice",2005,1.7,6.15869,1.5532,"Family","Average"
"Aquaretto",2008,2.1137,6.9802,1.1314,"Family","Average"
"Shanghaien",2008,1.4595,6.54498,1.21241,"Family","Average"
"Tiki Topple",2008,1.2975,6.45191,1.27073,"Family","Average"
"Go Nuts!",2008,1.0513,6.21018,1.36833,"Family","Average"
"Keltis",2008,1.6475,6.41483,1.34802,"Family","Average"
"New World: A Carcassonne Game",2008,2.0533,6.47153,1.3943,"Family","Average"
"Thor",2002,1.3659,6.46915,1.42385,"Family","Average"
"The Hanging Gardens",2008,1.944,6.77296,1.21725,"Family","Average"
"Im Reich der Wüstensöhne",2008,2.2941,6.45282,1.18058,"Family","Average"
"The Name of the Rose",2008,2.3833,6.81365,1.31183,"Family","Average"
"Ra: The Dice Game",2009,1.7442,6.78131,1.37557,"Family","Average"
"Walk the Plank!",2013,1.2561,6.57331,1.28501,"Family","Average"
"G.I. Joe Commando Attack",1985,1.4,6.23509,1.68184,"Family","Average"
"duck! duck! Go!",2008,1.6026,6.00851,1.2821,"Family","Average"
"Bharg",2008,1.7,6.04516,1.43692,"Family","Average"
"Pack & Stack",2008,1.2785,6.44258,1.26883,"Family","Average"
"Sorry! Sliders",2008,1.0623,6.35928,1.27448,"Family","Average"
"Yahtzee Free for All",2008,1.2281,6.27081,1.25877,"Family","Average"
"Robot Master",2008,1.3103,6.39794,1.17897,"Family","Average"
"Piece o' Cake",2008,1.3537,6.61385,1.17223,"Family","Average"
"Sushizock im Gockelwok",2008,1.2406,6.45609,1.14446,"Family","Average"
"Clue: Discover the Secrets",2008,1.8169,6.11577,1.54881,"Family","Average"
"Clue: Harry Potter Edition",2008,1.641,6.25335,1.41634,"Family","Average"
"Byzanz",2008,1.6145,6.63587,1.05338,"Family","Average"
"Cheaty Mages!",2008,1.5825,6.25765,1.2357,"Family","Average"
"Los Banditos",2008,1.3824,6.34914,1.15948,"Family","Average"
"Timber Tom",2008,1.8182,6.55278,1.52479,"Family","Average"
"Fast Flowing Forest Fellers",2008,1.5252,6.50712,1.14272,"Family","Average"
"Cities",2008,1.6552,6.41706,1.27075,"Family","Average"
"Mow",2008,1.0847,6.21367,1.33364,"Family","Average"
"Hoppladi Hopplada!",2008,1.2647,6.32997,1.29938,"Family","Average"
"Prolix",2010,1.7407,6.40969,1.43212,"Family","Average"
"Qwirkle Cubes",2009,1.6087,6.56649,1.34462,"Family","Average"
"Nile",2009,1.5556,6.10075,1.50921,"Family","Average"
"Einauge sei wachsam!",2009,1.8182,6.26275,1.11522,"Family","Average"
"Bridge Troll",2009,2.0152,6.0305,1.2421,"Family","Average"
"Long Shot",2009,1.75,6.71984,1.39174,"Family","Average"
"Islas Canarias",2009,2.0938,6.34477,1.19769,"Family","Average"
"Modern Art Card Game",2008,1.6471,6.62631,1.21961,"Family","Average"
"Monopoly Deal Card Game",2008,1.3274,6.28813,1.48805,"Family","Average"
"Livingstone",2009,2.0185,6.44114,1.20944,"Family","Average"
"Verflixxt! kompakt",2009,1.4,6.50875,1.13819,"Family","Average"
"Montego Bay",2009,1.8305,6.24888,1.29434,"Family","Average"
"Valdora",2009,2.2766,6.7939,1.24708,"Family","Average"
"Dice Town",2009,1.6896,6.85856,1.26397,"Family","Average"
"Keltis: Das Kartenspiel",2009,1.4917,6.67516,1.25658,"Family","Average"
"Keltis: Der Weg der Steine Mitbringspiel",2009,1.2621,6.43828,1.27206,"Family","Average"
"Mamma Mia! Plus",2009,1.4516,6.94036,1.19867,"Family","Average"
"Yamslam",2008,1.2,6.22944,1.39798,"Family","Average"
"Abandon Ship",2008,1.2299,6.33842,1.20726,"Family","Average"
"Opus-Dei: Existence After Religion",2008,1.5455,6.04096,1.76473,"Family","Average"
"Fastrack",2008,1,6.38905,1.3953,"Family","Average"
"Trader",2009,1.4231,6.51951,1.24513,"Family","Average"
"Fzzzt!",2009,1.6835,6.22095,1.20755,"Family","Average"
"Labyrinth: The Duel",2009,1.3846,6.03066,1.47184,"Family","Average"
"Martinique",2009,1.8904,6.25058,1.25553,"Family","Average"
"Lost Cities: The Board Game",2008,1.7263,6.79722,1.30031,"Family","Average"
"Pony Express",2009,1.5849,6.47557,1.37126,"Family","Average"
"Chunky Fighters",2009,1.1379,6.2305,1.49899,"Family","Average"
"Pocket Rockets",2009,1.4912,6.31751,1.21633,"Family","Average"
"Castle Panic",2009,1.6638,6.65046,1.30533,"Family","Average"
"Yikerz!",2009,1.2083,6.08247,1.35414,"Family","Average"
"Mali Powstancy: Warszawa 1944",2009,2.0667,6.58155,1.33434,"Family","Average"
"Savannah Tails",2009,1.5333,6.30198,1.11917,"Family","Average"
"Bisikle",2009,1.6364,6.58477,1.32091,"Family","Average"
"Atlantis",2009,1.8355,6.51105,1.22529,"Family","Average"
"Sneaks & Snitches",2010,1.4189,6.2975,1.35959,"Family","Average"
"Parade",2007,1.4778,6.9682,1.20521,"Family","Average"
"Kuhhandel Master",2009,1.8333,6.73446,1.31816,"Family","Average"
"El Paso",2009,1.9394,6.2275,1.23294,"Family","Average"
"Penguin Party",2008,1.1392,6.43655,1.27037,"Family","Average"
"Granada",2009,2.2121,6.96128,1.17506,"Family","Average"
"Langfinger",2009,1.7692,6.17728,1.29532,"Family","Average"
"Cable Car",2009,1.831,6.67627,1.17342,"Family","Average"
"Cardcassonne",2009,1.7556,6.27477,1.36647,"Family","Average"
"Ants!",2009,2.2222,6.01622,1.47644,"Family","Average"
"Jump Gate",2010,2.25,6.0921,1.38129,"Family","Average"
"Undermining",2011,1.8406,6.41219,1.26871,"Family","Average"
"Three-Dragon Ante: Emperor's Gambit",2010,1.8,6.66902,1.31077,"Family","Average"
"11 nimmt!",2010,1.2101,6.2905,1.26653,"Family","Average"
"Hotel Samoa",2010,2.0824,6.23977,1.18465,"Family","Average"
"The World Cup Card Game 2010",2010,1.6,6.35019,1.51376,"Family","Average"
"Level X",2010,1.1463,6.25627,1.29992,"Family","Average"
"10 Days in the Americas",2010,1.359,6.65433,1.20578,"Family","Average"
"Asteroyds",2010,2.1519,6.34197,1.36345,"Family","Average"
"Forbidden Island",2010,1.7398,6.78379,1.20341,"Family","Average"
"Flash Duel",2010,1.4894,6.6171,1.71859,"Family","Average"
"Nuns on the Run",2010,2.0769,6.50472,1.41004,"Family","Average"
"Flicochet",2010,1,6.9977,1.17268,"Family","Average"
"Jäger und Sammler",2010,1.9574,6.67288,1.19575,"Family","Average"
"Masques",2010,2.012,6.49933,1.34733,"Family","Average"
"Mystery Express",2010,2.6667,6.55671,1.45358,"Family","Average"
"Don Quixote",2010,1.6364,6.11192,1.52969,"Family","Average"
"Dragonheart",2010,1.3727,6.52578,1.28656,"Family","Average"
"New York",2011,2.0333,6.66517,1.23932,"Family","Average"
"It Happens..",2010,1.4079,6.186,1.28124,"Family","Average"
"Two by Two",2010,1.5106,6.00679,1.26883,"Family","Average"
"Titania",2010,2.2286,6.39584,1.09795,"Family","Average"
"Heckmeck Barbecue",2010,1.4828,6.24053,1.17054,"Family","Average"
"Safranito",2010,1.7471,6.91089,1.3077,"Family","Average"
"Sobek",2010,1.8457,6.65317,1.25048,"Family","Average"
"Hey Waiter!",2010,1.3929,6.24705,1.31132,"Family","Average"
"Die Säulen der Erde: das Kartenspiel",2010,2.1224,6.14615,1.40854,"Family","Average"
"Isla Dorada",2010,2.1667,6.71402,1.33497,"Family","Average"
"Evolution: The Origin of Species",2010,2.0901,6.26485,1.52334,"Family","Average"
"Hornet",2010,2.0714,6.19354,1.41016,"Family","Average"
"Wok Star",2010,2.0492,6.66872,1.34776,"Family","Average"
"Trollhalla",2011,2.0222,6.62022,1.22148,"Family","Average"
"String Railway",2009,1.4272,6.345,1.3123,"Family","Average"
"Wrong Chemistry",2012,1.625,6.13452,1.57711,"Family","Average"
"Mord im Arosa",2010,1.4444,6.5491,1.22561,"Family","Average"
"Bangkok Klongs",2010,2.3333,6.25227,1.34095,"Family","Average"
"Ghost Blitz",2010,1.1536,6.70905,1.3325,"Family","Average"
"Zen Master",2010,1.3333,6.33513,1.18561,"Family","Average"
"Kariba",2010,1.0714,6.95566,1.2281,"Family","Average"
"21 Motines",2011,1.9,6.69,1.39498,"Family","Average"
"The Boss",2010,1.7891,6.78863,1.29517,"Family","Average"
"The Dwarf King",2011,1.4253,6.54648,1.38091,"Family","Average"
"Timeline: Inventions",2010,1.1028,6.70959,1.16572,"Family","Average"
"Kolejka",2011,2.0366,6.69167,1.40368,"Family","Average"
"Passing Shot",2010,1.2,6.83126,1.65741,"Family","Average"
"Octopus's Garden",2011,1.5263,6.57723,1.27275,"Family","Average"
