"name","year_published","difficulty","rating_avg","rating_sd","game_category","rating_group"
"Stronghold",2009,3.6766,7.14912,1.4411,"Strategy","Good"
"Alien Frontiers",2010,2.5696,7.40006,1.31232,"Strategy","Good"
"Belfort",2011,3.0469,7.23143,1.24349,"Strategy","Good"
"Ninjato",2011,2.7647,7.18353,1.26283,"Strategy","Good"
"Imperial 2030",2009,3.5014,7.67614,1.47838,"Strategy","Good"
"Cyclades",2009,2.8176,7.51995,1.32942,"Strategy","Good"
"Mr. Jack in New York",2009,2.5346,7.21632,1.2719,"Strategy","Good"
"Shipyard",2009,3.4965,7.35377,1.32453,"Strategy","Good"
"Macao",2009,3.138,7.41687,1.33562,"Strategy","Good"
"Boze Igrzysko",2010,3.5676,7.63727,1.41244,"Strategy","Good"
"Egizia",2009,2.832,7.41315,1.19234,"Strategy","Good"
"Wars of the Roses: Lancaster vs. York",2010,3.1953,7.35056,1.45898,"Strategy","Good"
"Dominant Species",2010,4.0431,7.8393,1.50748,"Strategy","Good"
"The Manhattan Project",2012,2.9619,7.35001,1.25725,"Strategy","Good"
"Innovation",2010,2.752,7.26474,1.6024,"Strategy","Good"
"1843",2011,3.5,7.2859,1.66514,"Strategy","Good"
"London",2010,2.8817,7.35003,1.27089,"Strategy","Good"
"Age of Industry",2010,3.3672,7.37049,1.35526,"Strategy","Good"
"Glen More",2010,2.6754,7.31374,1.15059,"Strategy","Good"
"Navegador",2010,3.0987,7.54366,1.18709,"Strategy","Good"
"Recicle: Tempos de Crise",2010,3.0417,7.42323,1.50938,"Strategy","Good"
"Eminent Domain",2011,2.5075,7.0247,1.33463,"Strategy","Good"
"Tanto Cuore: Expanding the House",2010,2.1304,7.48921,1.4396,"Strategy","Good"
"Lemonade Stall",2010,2.5385,7.38485,1.3946,"Strategy","Good"
"Ascension: Deckbuilding Game",2010,2.1462,7.0282,1.40177,"Strategy","Good"
"Ora et Labora",2011,3.8947,7.70347,1.36328,"Strategy","Good"
"Luna",2010,3.3333,7.30976,1.31513,"Strategy","Good"
"After Pablo",2010,3.5556,7.3644,1.54289,"Strategy","Good"
"Eclipse",2011,3.6993,7.87806,1.49533,"Strategy","Good"
"CO2",2012,3.869,7.14314,1.47166,"Strategy","Good"
"The Networks",2016,2.5833,7.20584,1.17102,"Strategy","Good"
"Troyes",2010,3.4646,7.75453,1.33241,"Strategy","Good"
"De Vulgari Eloquentia",2010,3.6238,7.21404,1.37768,"Strategy","Good"
"Tanto Cuore: Romantic Vacation",2010,2.4762,7.47617,1.47876,"Strategy","Good"
"Inca Empire",2010,3.1493,7.02242,1.28232,"Strategy","Good"
"Sid Meier's Civilization: The Board Game",2010,3.8872,7.40433,1.49589,"Strategy","Good"
"Key Market",2010,3.5122,7.3866,1.31569,"Strategy","Good"
"Florenza",2010,3.7396,7.41224,1.37816,"Strategy","Good"
"First Train to Nuremberg",2010,3.1778,7.0671,1.24558,"Strategy","Good"
"Yomi (Second Edition)",2014,2.7353,7.54668,1.80514,"Strategy","Good"
"Prêt-à-Porter",2010,3.5855,7.38586,1.34906,"Strategy","Good"
"1865: Sardinia",2011,3.8421,7.56553,1.41354,"Strategy","Good"
"BattleCON: War of Indines",2010,2.7674,7.72024,1.58931,"Strategy","Good"
"Strasbourg",2011,2.7407,7.17417,1.17819,"Strategy","Good"
"Québec",2011,2.9766,7.13265,1.26812,"Strategy","Good"
"Omen: A Reign of War",2011,2.3438,7.34832,1.32672,"Strategy","Good"
"Ascension: Return of the Fallen",2011,2.1583,7.29775,1.28114,"Strategy","Good"
"Madeira",2013,4.2921,7.60033,1.48798,"Strategy","Good"
"The New Era",2011,3.4602,7.51149,1.51692,"Strategy","Good"
"Nightfall: Martial Law",2011,2.7358,7.00025,1.52755,"Strategy","Good"
"Lancaster",2011,2.9886,7.40964,1.18879,"Strategy","Good"
"Last Will",2011,2.7231,7.18723,1.17309,"Strategy","Good"
"Core Worlds",2011,2.8941,7.17171,1.34327,"Strategy","Good"
"Rolling Stock",2011,3.8947,7.39924,1.68948,"Strategy","Good"
"Trajan",2011,3.6533,7.75764,1.35497,"Strategy","Good"
"A Game of Thrones: The Board Game (Second Edition)",2011,3.7218,7.58275,1.52745,"Strategy","Good"
"Village",2011,3.073,7.51728,1.19133,"Strategy","Good"
"Vanuatu",2011,3.3249,7.21203,1.44176,"Strategy","Good"
"Antike Duellum",2012,2.8908,7.07541,1.35765,"Strategy","Good"
"Risk Legacy",2011,2.5935,7.4098,1.63664,"Strategy","Good"
"Archipelago",2012,3.7344,7.33469,1.56128,"Strategy","Good"
"Hawaii",2011,2.902,7.13741,1.29632,"Strategy","Good"
"Fief",2011,3.6486,7.25424,1.681,"Strategy","Good"
"Age of Reason",2011,3.6429,7.10429,1.7012,"Strategy","Good"
"Seasons",2012,2.7716,7.39696,1.368,"Strategy","Good"
"Ascension: Storm of Souls",2011,2.3312,7.29753,1.32233,"Strategy","Good"
"Wallenstein (Second Edition)",2012,3.2316,7.59987,1.27115,"Strategy","Good"
"Kanban: Driver's Edition",2014,4.3559,7.82689,1.4266,"Strategy","Good"
"Among the Stars",2012,2.2359,7.06731,1.2089,"Strategy","Good"
"Lords of Waterdeep",2012,2.4587,7.74859,1.26834,"Strategy","Good"
"The Great Zimbabwe",2012,3.6967,7.79535,1.50318,"Strategy","Good"
"Edo",2012,2.9541,7.06917,1.16253,"Strategy","Good"
"Nightfall: The Coldest War",2012,2.7826,7.2434,1.5549,"Strategy","Good"
"Rock'n Roll Manager",2016,2.4545,7.6193,1.33351,"Strategy","Good"
"Thunderstone Advance: Towers of Ruin",2012,2.7386,7.35845,1.40943,"Strategy","Good"
"Targi",2012,2.3524,7.64049,1.10047,"Strategy","Good"
"Snowdonia",2012,2.9965,7.36226,1.31875,"Strategy","Good"
"Hyperborea",2014,3.1753,7.20144,1.3815,"Strategy","Good"
"Agricola: All Creatures Big and Small",2012,2.3537,7.36734,1.22072,"Strategy","Good"
"Trains",2012,2.3881,7.15583,1.27216,"Strategy","Good"
"Ascension: Immortal Heroes",2012,2.1091,7.34749,1.35766,"Strategy","Good"
"Keyflower",2012,3.3454,7.78508,1.3124,"Strategy","Good"
"Expedite",2012,1.8571,7.15385,1.73447,"Strategy","Good"
"BattleCON: Devastation of Indines",2013,3.0881,7.90252,1.63022,"Strategy","Good"
"Suburbia",2012,2.7699,7.5092,1.25723,"Strategy","Good"
"City of Iron",2013,3.2353,7.1896,1.2993,"Strategy","Good"
"Puzzle Strike (Third Edition)",2012,2.7019,7.21484,1.64342,"Strategy","Good"
"Puzzle Strike Shadows",2012,2.9643,7.81935,1.56618,"Strategy","Good"
"Hoplomachus: The Lost Cities",2012,2.5385,7.91437,1.44403,"Strategy","Good"
"Libertalia",2012,2.2391,7.15239,1.2764,"Strategy","Good"
"Nations",2013,3.5405,7.6307,1.40387,"Strategy","Good"
"Tzolk'in: The Mayan Calendar",2012,3.6661,7.89161,1.26616,"Strategy","Good"
"Myrmes",2012,3.4554,7.2737,1.2896,"Strategy","Good"
"Kemet",2012,2.9985,7.70287,1.33103,"Strategy","Good"
"Bora Bora",2013,3.7373,7.56731,1.34142,"Strategy","Good"
"Colonies",2012,3.6,7.03583,1.31584,"Strategy","Good"
"Ginkgopolis",2012,2.9222,7.49647,1.29207,"Strategy","Good"
"Viticulture",2013,2.9324,7.56608,1.42901,"Strategy","Good"
"Crisis",2016,3.0533,7.54825,1.20913,"Strategy","Good"
"Pax Porfiriana",2012,3.5885,7.68413,1.59465,"Strategy","Good"
"New Amsterdam",2012,3.22,7.06394,1.33456,"Strategy","Good"
"Campaign Trail",2019,2.8,7.79884,1.51167,"Strategy","Good"
"DreadBall: The Futuristic Sports Game",2012,2.8659,7.33069,1.64115,"Strategy","Good"
"The Palaces of Carrara",2012,2.614,7.16593,1.17752,"Strategy","Good"
"Burning Suns",2013,3.4211,7.02818,2.01322,"Strategy","Good"
"Ruhrschifffahrt 1769-1890",2012,3.5,7.2078,1.3293,"Strategy","Good"
"Small City",2015,4.02,7.50129,1.35884,"Strategy","Good"
"Panamax",2014,3.7468,7.32214,1.31731,"Strategy","Good"
"Captains of Industry",2015,3.7778,7.06421,1.35352,"Strategy","Good"
"Heart of Crown",2011,2.5405,7.65434,1.45061,"Strategy","Good"
"Imperios Milenarios",2012,3.4667,7.70393,1.55492,"Strategy","Good"
"Roll for the Galaxy",2014,2.7738,7.65046,1.33457,"Strategy","Good"
"Sigismundus Augustus: Dei gratia rex Poloniae",2012,3.8125,7.08816,1.56225,"Strategy","Good"
"Euphoria: Build a Better Dystopia",2013,3.1183,7.24099,1.39374,"Strategy","Good"
"Bruges",2013,2.7438,7.42596,1.28203,"Strategy","Good"
"Spyrium",2013,2.897,7.06652,1.1488,"Strategy","Good"
"Amerigo",2013,2.9817,7.46141,1.23202,"Strategy","Good"
"Ascension: Rise of Vigil",2013,2.2754,7.16924,1.36268,"Strategy","Good"
"Northern Pacific",2013,1.5217,7.04979,1.36896,"Strategy","Good"
"Dilluvia Project",2015,3.6905,7.24658,1.17005,"Strategy","Good"
"Rockwell",2013,3.2045,7.10096,1.26033,"Strategy","Good"
"MCS",2013,1.7692,7.09328,2.01103,"Strategy","Good"
"Brew Crafters",2013,3.5793,7.43237,1.29661,"Strategy","Good"
"High Heavens",2015,2.2308,7.36315,1.71273,"Strategy","Good"
"Francis Drake",2013,2.9208,7.41006,1.24859,"Strategy","Good"
"Lewis & Clark: The Expedition",2013,3.3367,7.48482,1.29364,"Strategy","Good"
"Kohle & Kolonie",2013,3.8393,7.46079,1.29622,"Strategy","Good"
"A Study in Emerald",2013,3.4444,7.18808,1.62821,"Strategy","Good"
"Supremacy 2020",2015,3.5,7.476,2.44558,"Strategy","Good"
"Escape Plan",2019,3.6832,7.58273,1.38776,"Strategy","Good"
"Infection: Humanity's Last Gasp",2013,2.1111,7.31182,1.08656,"Strategy","Good"
"Kashgar: Merchants of the Silk Road",2013,2.2535,7.08441,1.22098,"Strategy","Good"
"Yunnan",2013,3.2376,7.12299,1.22279,"Strategy","Good"
"Sylvion",2015,2.0485,7.10812,1.26769,"Strategy","Good"
"Coal Baron",2013,2.5527,7.28116,1.12456,"Strategy","Good"
"Quantum",2013,2.4528,7.26837,1.39318,"Strategy","Good"
"Eternal Dynasty",2015,3,7.04072,1.52868,"Strategy","Good"
"Glass Road",2013,2.978,7.44869,1.2279,"Strategy","Good"
"Patchistory",2013,3.7597,7.1219,1.46933,"Strategy","Good"
"FUBA",2013,2.6429,7.45245,1.47626,"Strategy","Good"
"Rococo",2013,3.0947,7.5904,1.15912,"Strategy","Good"
"Theseus: The Dark Orbit",2013,2.8319,7.07193,1.44531,"Strategy","Good"
"Bruxelles 1893",2013,3.5812,7.6393,1.24507,"Strategy","Good"
"Russian Railroads",2013,3.4094,7.76242,1.28528,"Strategy","Good"
"Argent: The Consortium",2015,3.8125,7.68307,1.51509,"Strategy","Good"
"Ascension: Darkness Unleashed",2013,2.3103,7.42568,1.3008,"Strategy","Good"
"Three Kingdoms Redux",2014,4.0374,7.89564,1.38979,"Strategy","Good"
"Ascension: Apprentice Edition",2013,1.9565,7.10734,1.28004,"Strategy","Good"
"Scoville",2014,2.7836,7.1511,1.22668,"Strategy","Good"
"Forge War",2015,3.7544,7.23455,1.53208,"Strategy","Good"
"La Granja",2014,3.5837,7.65763,1.24363,"Strategy","Good"
"Wildcatters",2013,3.9306,7.61724,1.31148,"Strategy","Good"
"Star Realms",2014,1.9397,7.57958,1.2723,"Strategy","Good"
"The Ancient World",2014,2.7264,7.01021,1.22249,"Strategy","Good"
"Allegiance: A Realm Divided",2015,2.95,7.98768,1.38269,"Strategy","Good"
"Metallum",2013,2.6786,7.06379,1.28973,"Strategy","Good"
"Fireteam Zero",2015,2.7273,7.52712,1.43696,"Strategy","Good"
"Valley of the Kings",2014,2.1863,7.04015,1.18442,"Strategy","Good"
"Fief: France 1429",2015,3.8,7.45612,1.67375,"Strategy","Good"
"The Convicted",2014,3.8929,7.25807,1.73246,"Strategy","Good"
"Han",2014,2.1875,7.15325,1.16892,"Strategy","Good"
"Gold West",2015,2.4512,7.35539,1.13367,"Strategy","Good"
"Imperial Settlers",2014,2.7699,7.37928,1.30633,"Strategy","Good"
"Akrotiri",2014,2.6562,7.22935,1.20281,"Strategy","Good"
"Time Barons",2014,2.3846,7.69929,1.46901,"Strategy","Good"
"Nippon",2015,3.7829,7.68168,1.20511,"Strategy","Good"
"Arkwright",2014,4.5708,7.84001,1.49148,"Strategy","Good"
"Pax Pamir",2015,3.6543,7.50889,1.53922,"Strategy","Good"
"DreadBall Xtreme",2015,3,7.31297,1.47954,"Strategy","Good"
"Castles of Mad King Ludwig",2014,2.6523,7.54596,1.23804,"Strategy","Good"
"Evolution",2014,2.4355,7.11335,1.31221,"Strategy","Good"
"Inis",2016,2.8789,7.81387,1.48299,"Strategy","Good"
"Power Grid Deluxe: Europe/North America",2014,3.1955,7.99965,1.26041,"Strategy","Good"
